company,title,from,to,location,description1,description2,description3
Thoughtworks,Apprenticeship,June 2024, November 2024,"Hyderabad, India","Completed a 6-month apprenticeship at Thoughtworks, focusing on software development and agile methodologies","Practiced clean coding, testing, and Git-based version control",Collaborated on real-world features with cross-functional teams and learned pair programming
